measurement_id,compound_id,compound_label,descriptor,smiles,smiles_source,smiles_note,source_short,source_journal,source_year,source_doi,source_title,target_raw,target_std,assay_category,assay_subtype,value_raw,unit_raw,value_std,unit_std,censor,table_ref,note,conflict_flag
59,Yang2009_BMCL__43,43,"CH2CONH2,F",,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Yang2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.03.057,Identification of 3-substituted N-benzhydryl-nortropane analogs as nociceptin receptor ligands for the management of cough and anxiety,NOP,NOP,binding_affinity,Ki (radioligand binding),3,nM,3.0,nM,,Table 4,,
60,Yang2009_BMCL__43,43,"CH2CONH2,F",,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Yang2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.03.057,Identification of 3-substituted N-benzhydryl-nortropane analogs as nociceptin receptor ligands for the management of cough and anxiety,MOP,MOR,binding_affinity,Ki (radioligand binding),190,nM,190.0,nM,,Table 4,,
61,Yang2009_BMCL__44,44,"CH2CONH2,OH",,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Yang2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.03.057,Identification of 3-substituted N-benzhydryl-nortropane analogs as nociceptin receptor ligands for the management of cough and anxiety,NOP,NOP,binding_affinity,Ki (radioligand binding),17,nM,17.0,nM,,Table 4,,
62,Yang2009_BMCL__44,44,"CH2CONH2,OH",,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Yang2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.03.057,Identification of 3-substituted N-benzhydryl-nortropane analogs as nociceptin receptor ligands for the management of cough and anxiety,MOP,MOR,binding_affinity,Ki (radioligand binding),nd,nM,,nM,not_determined,Table 4,Reported as 'nd' in the source paper.,
63,Yang2009_BMCL__45,45,"NH2,Cl",,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Yang2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.03.057,Identification of 3-substituted N-benzhydryl-nortropane analogs as nociceptin receptor ligands for the management of cough and anxiety,NOP,NOP,binding_affinity,Ki (radioligand binding),36,nM,36.0,nM,,Table 4,,
64,Yang2009_BMCL__45,45,"NH2,Cl",,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Yang2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.03.057,Identification of 3-substituted N-benzhydryl-nortropane analogs as nociceptin receptor ligands for the management of cough and anxiety,MOP,MOR,binding_affinity,Ki (radioligand binding),447,nM,447.0,nM,,Table 4,,
65,Yang2009_BMCL__46,46,"NHCO2Me,Cl",,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Yang2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.03.057,Identification of 3-substituted N-benzhydryl-nortropane analogs as nociceptin receptor ligands for the management of cough and anxiety,NOP,NOP,binding_affinity,Ki (radioligand binding),56,nM,56.0,nM,,Table 4,,
66,Yang2009_BMCL__46,46,"NHCO2Me,Cl",,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Yang2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.03.057,Identification of 3-substituted N-benzhydryl-nortropane analogs as nociceptin receptor ligands for the management of cough and anxiety,MOP,MOR,binding_affinity,Ki (radioligand binding),nd,nM,,nM,not_determined,Table 4,Reported as 'nd' in the source paper.,
67,Yang2009_BMCL__47,47,N,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Yang2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.03.057,Identification of 3-substituted N-benzhydryl-nortropane analogs as nociceptin receptor ligands for the management of cough and anxiety,NOP,NOP,binding_affinity,Ki (radioligand binding),3,nM,3.0,nM,,Table 5,,
68,Yang2009_BMCL__47,47,N,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Yang2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.03.057,Identification of 3-substituted N-benzhydryl-nortropane analogs as nociceptin receptor ligands for the management of cough and anxiety,MOP,MOR,binding_affinity,Ki (radioligand binding),71,nM,71.0,nM,,Table 5,,
69,Yang2009_BMCL__48,48,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Yang2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.03.057,Identification of 3-substituted N-benzhydryl-nortropane analogs as nociceptin receptor ligands for the management of cough and anxiety,NOP,NOP,binding_affinity,Ki (radioligand binding),79,nM,79.0,nM,,Table 5,,
70,Yang2009_BMCL__48,48,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Yang2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.03.057,Identification of 3-substituted N-benzhydryl-nortropane analogs as nociceptin receptor ligands for the management of cough and anxiety,MOP,MOR,binding_affinity,Ki (radioligand binding),265,nM,265.0,nM,,Table 5,,
71,Yang2009_BMCL__49,49,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Yang2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.03.057,Identification of 3-substituted N-benzhydryl-nortropane analogs as nociceptin receptor ligands for the management of cough and anxiety,NOP,NOP,binding_affinity,Ki (radioligand binding),13,nM,13.0,nM,,Table 5,,
72,Yang2009_BMCL__49,49,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Yang2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.03.057,Identification of 3-substituted N-benzhydryl-nortropane analogs as nociceptin receptor ligands for the management of cough and anxiety,MOP,MOR,binding_affinity,Ki (radioligand binding),46,nM,46.0,nM,,Table 5,,
73,Yang2009_BMCL__50,50,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Yang2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.03.057,Identification of 3-substituted N-benzhydryl-nortropane analogs as nociceptin receptor ligands for the management of cough and anxiety,NOP,NOP,binding_affinity,Ki (radioligand binding),17,nM,17.0,nM,,Table 5,,
74,Yang2009_BMCL__50,50,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Yang2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.03.057,Identification of 3-substituted N-benzhydryl-nortropane analogs as nociceptin receptor ligands for the management of cough and anxiety,MOP,MOR,binding_affinity,Ki (radioligand binding),474,nM,474.0,nM,,Table 5,,
75,Li2009_JMC__NTX,NTX,,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O,pubchem:name='naltrexone',,Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",MOR,MOR,binding_affinity,Ki (radioligand binding),0.26±0.02,nM,0.26,nM,,Table 2,,
